City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
469,Marzuq,YE,14.4,46.4667,75.81,61,53,7.94,broken clouds
470,Oyama,JP,36.3,139.8,88.59,55,22,2.95,few clouds
471,Manokwari,ID,-0.8667,134.0833,83.14,70,21,7.07,few clouds
472,Lincoln,US,40.8,-96.667,87.87,71,11,11.12,few clouds
473,Ardabil,IR,38.2498,48.2933,59.63,69,0,1.86,clear sky
474,Nome,US,64.5011,-165.4064,50.16,83,100,13.13,light rain
475,Kutum,SD,14.2,24.6667,78.31,46,69,5.66,broken clouds
476,Rongcheng,CN,30.634,117.8517,91.11,66,89,8.93,overcast clouds
477,Channel-Port Aux Basques,CA,47.5702,-59.1367,61.88,99,100,12.15,overcast clouds
478,Kiunga,PG,-6.1219,141.2906,78.57,91,78,2.89,broken clouds
479,Mahibadhoo,MV,3.7833,72.9667,82.69,74,100,17.54,overcast clouds
480,Dhidhdhoo,MV,6.8833,73.1,81.48,79,100,18.05,overcast clouds
481,Ugoofaaru,MV,5.6667,73.0,81.86,78,100,16.49,overcast clouds
482,Ibiruba,BR,-28.6275,-53.0897,60.44,95,79,2.64,broken clouds
483,Alvorada,BR,-12.48,-49.1247,75.6,36,0,3.11,clear sky
484,Huilong,CN,31.8111,121.655,92.93,68,17,9.57,few clouds
485,Yerbogachen,RU,61.2767,108.0108,73.08,53,100,7.56,overcast clouds
486,Valjevo,RS,44.2751,19.8982,70.79,30,0,5.86,clear sky
487,Brekstad,NO,63.687,9.6654,52.0,87,40,9.22,scattered clouds
488,Manyana,BW,-23.4,21.7167,54.54,62,0,7.63,clear sky
489,Ust-Tsilma,RU,65.441,52.1498,53.8,78,100,5.95,overcast clouds
490,Samarai,PG,-10.6167,150.6667,81.99,74,67,7.87,broken clouds
491,Kuhdasht,IR,33.535,47.6061,73.58,21,0,8.03,clear sky
492,Lanzhou,CN,36.0564,103.7922,75.9,39,0,2.35,clear sky
493,Kalangala,UG,-0.3089,32.225,73.38,62,90,11.61,overcast clouds
494,Russell,US,32.3502,-85.1999,75.96,72,54,0.96,broken clouds
495,San Javier,ES,37.8063,-0.8374,78.75,74,0,2.3,clear sky
496,Khash,IR,28.2211,61.2158,77.04,58,48,2.21,scattered clouds
497,San Borja,BO,-14.8167,-66.85,73.36,68,10,1.41,clear sky
498,Fortuna,US,40.5982,-124.1573,63.66,74,1,7.56,clear sky
499,High Level,CA,58.5169,-117.136,67.42,49,87,6.71,overcast clouds
500,Erzin,TR,36.9559,36.2,73.24,62,0,1.97,clear sky
501,Nantucket,US,41.2835,-70.0995,78.01,72,40,8.05,mist
502,Nyuksenitsa,RU,60.4128,44.2397,62.01,87,20,4.18,few clouds
503,Esfahan,IR,32.6572,51.6776,69.44,15,0,2.64,clear sky
504,Gladstone,AU,-23.85,151.25,69.73,56,0,9.22,clear sky
505,Port Arthur,CN,38.8,121.2667,75.42,89,100,2.51,overcast clouds
506,Fort Nelson,CA,58.8053,-122.7002,73.85,40,24,7.05,few clouds
507,Mattru,SL,7.6244,-11.8332,72.32,97,100,2.13,overcast clouds
508,El Rosario,MX,24.2556,-107.1828,75.42,86,100,8.77,overcast clouds
509,Yiyang,CN,28.5892,112.3283,88.39,67,57,5.88,broken clouds
510,Gazimurskiy Zavod,RU,51.5461,118.3266,77.59,54,4,13.53,clear sky
511,Lensk,RU,60.7253,114.9278,75.42,61,96,7.76,overcast clouds
512,Lom Sak,TH,16.7798,101.2422,75.58,95,100,1.74,overcast clouds
513,Pandan,PH,14.0453,124.1694,85.06,75,100,3.58,overcast clouds
514,Weyburn,CA,49.6668,-103.8511,72.0,59,93,14.07,overcast clouds
515,Kamsack,CA,51.5667,-101.9009,63.55,85,83,6.44,broken clouds
516,Talaya,RU,61.3833,152.75,67.69,31,4,4.56,clear sky
517,Nacala,MZ,-14.5428,40.6728,66.11,91,0,6.22,clear sky
518,Natal,BR,-5.795,-35.2094,74.05,94,20,4.61,few clouds
519,Teguldet,RU,57.3064,88.1667,58.08,98,99,8.88,light rain
520,Fukue,JP,32.6881,128.8419,78.96,71,84,1.88,broken clouds
521,Kahului,US,20.8947,-156.47,80.83,80,15,11.99,few clouds
522,Oksfjord,NO,70.2396,22.3479,51.98,89,100,11.77,overcast clouds
523,Allonnes,FR,47.9674,0.1581,62.64,88,100,4.61,overcast clouds
524,Oristano,IT,39.9,8.6,74.64,57,0,4.29,clear sky
525,Camana,PE,-16.6228,-72.7111,60.64,83,83,4.74,broken clouds
526,Tarko-Sale,RU,64.9225,77.785,48.81,84,100,13.15,light rain
527,La Rioja,ES,42.25,-2.5,56.98,92,87,2.95,overcast clouds
528,Kribi,CM,2.95,9.9167,74.84,89,100,7.36,light rain
529,Praia Da Vitoria,PT,38.7333,-27.0667,70.75,94,100,2.95,overcast clouds
530,Mogadishu,SO,2.0371,45.3438,75.36,81,85,16.67,light rain
531,Nelson Bay,AU,-32.7167,152.15,66.09,64,1,5.01,clear sky
532,Kuna,US,43.4918,-116.4201,94.66,14,0,8.05,clear sky
533,Waingapu,ID,-9.6567,120.2641,81.41,52,17,13.51,few clouds
534,Tucurui,BR,-3.7661,-49.6725,77.9,54,41,0.6,scattered clouds
535,Wukari,NG,7.85,9.7833,71.8,94,99,6.33,overcast clouds
536,Pouebo,NC,-20.4,164.5667,74.75,91,100,10.51,heavy intensity rain
537,Paamiut,GL,61.994,-49.6678,44.92,85,0,11.56,clear sky
538,Hauterive,FR,46.0901,3.4459,74.16,88,100,1.77,overcast clouds
539,Montrose,US,38.4166,-108.2673,78.51,20,53,6.67,broken clouds
540,Kathmandu,NP,27.7167,85.3167,70.02,94,75,0.0,broken clouds
541,Birjand,IR,32.8663,59.2211,77.9,20,0,13.22,clear sky
542,Mossendjo,CG,-2.9506,12.7261,62.91,92,50,1.61,scattered clouds
543,Kyra,RU,49.5776,111.9753,66.54,70,80,7.25,broken clouds
544,Bilokurakyne,UA,49.5341,38.7307,54.36,95,65,6.46,broken clouds
545,Tome,CL,-36.6167,-72.95,52.21,93,100,5.55,overcast clouds
546,Kaputa,ZM,-8.4689,29.6619,65.17,61,1,4.83,clear sky
547,Evensk,RU,61.95,159.2333,66.42,39,4,6.85,clear sky
548,Colares,PT,38.7992,-9.4469,67.75,76,0,24.0,clear sky
549,Yeppoon,AU,-23.1333,150.7333,71.38,63,0,7.65,clear sky
550,Lorengau,PG,-2.0226,147.2712,84.9,72,28,11.07,scattered clouds
551,Bako,ET,5.7833,36.5667,62.4,68,42,6.08,scattered clouds
552,Sampit,ID,-2.5333,112.95,84.51,70,43,2.93,scattered clouds
553,Traralgon,AU,-38.1833,146.5333,62.01,49,97,1.45,overcast clouds
554,Nuevitas,CU,21.5453,-77.2644,80.49,83,17,11.05,few clouds
555,Balkhash,KZ,46.844,74.9804,74.01,28,0,15.66,clear sky
556,Kaka,TM,37.3482,59.6143,83.14,58,0,12.17,clear sky
557,Monforte De Lemos,ES,42.5216,-7.5142,60.57,99,11,1.7,few clouds
558,Molteno,ZA,-31.3968,26.3625,49.32,49,100,7.14,overcast clouds
559,Bondowoso,ID,-7.9135,113.8214,81.66,66,15,2.26,few clouds
560,Catamarca,AR,-28.4696,-65.7852,65.77,58,100,5.35,overcast clouds
561,Sinnamary,GF,5.3833,-52.95,77.79,86,22,6.71,few clouds
562,Los Llanos De Aridane,ES,28.6585,-17.9182,69.12,90,100,12.66,overcast clouds
563,Mason City,US,43.1536,-93.201,81.09,79,0,4.61,clear sky
564,Myaundzha,RU,63.0494,147.1858,71.83,48,79,3.8,broken clouds
565,Ukiah,US,39.1502,-123.2078,91.36,44,0,5.95,clear sky
566,Jutai,BR,-5.1833,-68.9,72.34,98,84,0.85,broken clouds
567,Valparaiso,CL,-33.0393,-71.6273,52.48,94,0,5.01,clear sky
568,Okha,RU,53.5739,142.9478,62.62,61,91,9.53,overcast clouds
569,Concordia,AR,-31.393,-58.0209,63.79,100,1,13.0,clear sky
570,Kudahuvadhoo,MV,2.6708,72.8944,81.36,78,91,15.79,overcast clouds
571,Kalmunai,LK,7.4167,81.8167,80.4,80,77,5.53,broken clouds
572,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.48,49,76,1.95,broken clouds
573,Yining,CN,29.0361,114.5636,92.7,56,18,5.75,few clouds
574,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.43,84,100,8.14,overcast clouds
575,Khorixas,NA,-20.3667,14.9667,62.87,34,0,5.75,clear sky
576,Aras,ES,42.5617,-2.356,61.21,72,100,10.36,overcast clouds
577,Eldorado,BR,-23.7869,-54.2836,66.69,58,99,5.41,overcast clouds
578,Solnechnyy,RU,50.7214,136.6319,59.59,89,100,6.04,overcast clouds
579,Galbshtadt,RU,53.2264,78.9845,65.43,56,5,5.86,clear sky
580,Machali,CL,-34.1833,-70.6667,52.61,55,9,3.74,clear sky
581,Orbetello,IT,42.4408,11.2196,75.6,80,0,2.75,clear sky
582,Siguiri,GN,11.6667,-9.5,72.52,93,94,1.3,overcast clouds
583,West Bay,KY,19.3667,-81.4167,84.99,84,20,10.36,few clouds
584,Laukaa,RU,58.7372,29.8453,59.97,81,8,5.12,clear sky
585,Sorong,ID,-0.8833,131.25,83.37,70,14,10.85,few clouds
586,Bueu,ES,42.3246,-8.785,63.55,82,0,4.61,clear sky
587,Bell Ville,AR,-32.6259,-62.6887,55.67,75,2,6.89,clear sky
588,Kuldur,RU,49.2167,131.6333,69.87,84,95,1.54,overcast clouds
589,Eyl,SO,7.9803,49.8164,77.16,69,5,20.45,clear sky
590,Sharjah,AE,25.3573,55.4033,93.88,64,54,8.01,broken clouds
591,Yaring,TH,6.8662,101.3689,81.28,76,98,3.96,overcast clouds
592,Tombouctou,ML,20.0,-3.0,94.01,29,84,10.25,broken clouds
593,Nanortalik,GL,60.1432,-45.2371,45.55,85,53,1.66,broken clouds
594,Dakar,SN,14.6937,-17.4441,76.08,83,100,12.03,light rain
595,Betioky,MG,-23.7167,44.3833,62.01,70,1,8.05,clear sky
596,Luwuk,ID,-0.9516,122.7875,81.75,79,39,7.0,scattered clouds
597,Diapaga,BF,12.0708,1.7889,75.04,88,94,6.08,overcast clouds
598,Marshfield,US,44.6689,-90.1718,77.88,69,100,3.44,overcast clouds
599,Bakchar,RU,57.0186,82.0711,57.76,82,5,6.78,clear sky
600,Nelson,NZ,-41.2833,173.2833,53.29,72,100,1.01,overcast clouds
601,Wanning,CN,18.8003,110.3967,85.66,69,0,1.39,clear sky
602,Payakumbuh,ID,-0.2202,100.6308,77.27,83,57,2.44,broken clouds
603,Jiayuguan,CN,39.8167,98.3,82.85,12,0,9.44,clear sky
604,Campbellton,CA,48.0075,-66.6727,67.21,73,30,2.37,scattered clouds
605,Rocha,UY,-34.4833,-54.3333,50.54,98,19,4.74,few clouds
606,Boa Vista,BR,2.8197,-60.6733,82.38,78,75,1.14,broken clouds
607,Ternate,ID,0.8,127.4,82.54,73,24,6.35,few clouds
608,Rayagada,IN,19.1667,83.4167,80.47,87,100,0.83,moderate rain
609,San Patricio,US,28.017,-97.5169,86.09,73,5,14.29,clear sky
610,Vila,PT,42.0304,-8.1588,52.68,85,0,5.46,clear sky
611,Rio Grande,BR,-32.035,-52.0986,59.95,98,100,2.86,overcast clouds
612,Armacao De Pera,PT,37.1026,-8.357,78.71,47,0,7.87,clear sky
613,Shaunavon,CA,49.6501,-108.4181,70.65,47,73,8.34,broken clouds
614,Bathurst,AU,-33.4166,149.5806,61.97,59,35,1.99,scattered clouds
615,Forestville,US,38.8451,-76.875,86.25,72,0,6.91,clear sky
616,Saint Anthony,US,45.0205,-93.218,86.94,53,0,8.05,clear sky
617,Alofi,NU,-19.0595,-169.9187,76.3,77,21,11.18,light rain
618,Gornyy,RU,55.1153,83.9059,59.04,86,13,7.47,light rain
619,Batouri,CM,4.4333,14.3667,65.68,99,95,1.72,overcast clouds
620,Malanje,AO,-9.5402,16.341,64.8,50,100,2.37,overcast clouds
621,San Lawrenz,MT,36.0553,14.204,72.81,65,0,5.73,clear sky
622,Saint-Georges,GD,12.0564,-61.7485,80.28,78,20,5.75,few clouds
623,Mamit,IN,23.9333,92.4833,74.23,100,75,0.0,mist
624,Kommunisticheskiy,RU,61.6789,64.4819,50.72,65,10,6.8,clear sky
625,Vila Velha,BR,-20.3297,-40.2925,71.55,91,75,3.44,broken clouds
626,Berlevag,NO,70.8578,29.0864,51.8,76,20,12.66,few clouds
627,Lukovetskiy,RU,64.2956,41.9211,61.11,98,100,4.65,overcast clouds
628,Smithers,CA,54.7804,-127.1743,74.23,38,2,6.64,clear sky
629,Itoman,JP,26.1247,127.6694,89.98,82,75,12.66,light rain
630,Ginda,IN,30.6945,78.4932,70.41,88,94,0.81,overcast clouds
631,Fruitville,US,27.3298,-82.4576,78.93,88,75,0.0,broken clouds
632,Vostok,RU,46.4856,135.8833,66.42,70,99,2.98,overcast clouds
633,Shimoda,JP,34.6667,138.95,83.64,64,0,17.43,clear sky
634,Camopi,GF,3.1655,-52.3158,72.14,98,52,2.13,broken clouds
635,Stolin,BY,51.8912,26.846,60.49,78,0,5.44,clear sky
636,Deep River,CA,46.1001,-77.4995,64.54,70,0,4.27,clear sky
637,Powell,US,40.1578,-83.0752,78.8,76,0,4.61,clear sky
638,Lazaro Cardenas,MX,17.9583,-102.2,80.92,78,100,1.57,overcast clouds
639,Beian,NO,63.6559,9.5683,52.0,87,40,9.22,scattered clouds
640,Santiago De Cao,PE,-7.9589,-79.2392,60.93,88,75,6.91,fog
641,Caohe,CN,30.2297,115.4335,86.99,75,42,10.45,scattered clouds
642,Keti Bandar,PK,24.1447,67.4497,83.16,84,68,15.66,broken clouds
643,Salamiyah,SY,35.0113,37.0532,69.3,69,0,6.82,clear sky
644,Robertsport,LR,6.7533,-11.3686,77.23,80,93,12.06,overcast clouds
645,Contamana,PE,-7.3333,-75.0167,77.54,67,19,3.85,few clouds
646,Nakhon Thai,TH,17.1006,100.8374,74.89,98,100,2.53,light rain
647,Sambava,MG,-14.2667,50.1667,67.41,87,84,9.6,light rain
648,Tigzirt,DZ,36.8886,4.1198,79.25,59,0,3.22,clear sky
649,San Cosme Y Damian,PY,-27.3167,-56.35,71.78,81,89,6.11,overcast clouds
650,Port Bannatyne,GB,55.8566,-5.065,59.05,94,100,4.63,overcast clouds
651,Batala,IN,31.8186,75.2028,83.98,81,100,6.33,overcast clouds
652,Koumac,NC,-20.5667,164.2833,76.51,85,97,14.67,moderate rain
653,Sur,OM,22.5667,59.5289,85.6,69,100,8.52,overcast clouds
654,Galle,LK,6.0367,80.217,79.2,86,74,15.08,broken clouds
655,Powell River,CA,49.8496,-124.5361,71.33,70,100,1.81,overcast clouds
656,Darhan,MN,49.4867,105.9228,62.53,64,29,3.94,scattered clouds
657,Pitanga,BR,-24.7572,-51.7614,57.25,74,98,3.15,overcast clouds
658,Kalabo,ZM,-14.97,22.6814,59.18,49,75,6.76,broken clouds
659,Montepuez,MZ,-13.1256,38.9997,59.76,91,0,5.3,clear sky
660,Narodychi,UA,51.2029,29.0823,57.94,85,5,2.21,clear sky
661,Anloga,GH,5.7947,0.8973,75.34,85,56,10.8,broken clouds
662,Goedereede,NL,51.8175,3.9806,60.8,85,28,1.01,scattered clouds
663,Tual,ID,-5.6667,132.75,77.94,78,100,15.43,overcast clouds
664,Leesburg,US,39.1157,-77.5636,85.1,78,0,4.61,clear sky
665,Poshekhonye,RU,58.4993,39.1353,64.04,76,87,0.76,overcast clouds
666,Zile,TR,40.3031,35.8864,54.82,93,0,1.34,clear sky
667,Taltal,CL,-25.4,-70.4833,57.0,85,100,3.22,overcast clouds
668,Keningau,MY,5.3378,116.1602,84.34,66,33,1.95,scattered clouds
669,Sakaiminato,JP,35.55,133.2333,76.53,75,26,6.6,scattered clouds
670,Harindanga,IN,22.0383,88.3214,84.7,75,100,10.56,overcast clouds
671,Comodoro Rivadavia,AR,-45.8667,-67.5,28.26,59,0,5.75,clear sky
672,Carira,BR,-10.3608,-37.7011,64.36,96,100,4.79,overcast clouds
673,Sandomierz,PL,50.6827,21.749,71.65,82,5,2.93,clear sky
674,Tiznit,MA,29.5833,-9.5,79.99,38,39,1.54,scattered clouds
675,Mentakab,MY,3.4865,102.3516,81.14,82,74,0.78,broken clouds
676,Caxito,AO,-8.5785,13.6643,66.15,93,100,0.4,overcast clouds
677,Ligayan,PH,4.6533,119.4706,83.44,71,84,4.61,broken clouds
678,Rudnichnyy,RU,59.617,52.4703,59.25,85,42,2.71,scattered clouds
679,Elizabeth City,US,36.2946,-76.2511,84.22,84,0,6.91,clear sky
680,Kabare,CD,-2.4683,28.8242,63.21,66,91,1.16,overcast clouds
681,Fuerte Olimpo,PY,-21.0415,-57.8738,73.62,40,5,5.12,clear sky
682,Sabang,ID,5.8933,95.3214,81.64,73,100,1.41,light rain
683,Aswan,EG,24.0934,32.907,84.07,26,75,10.47,broken clouds
684,Oranjestad,AW,12.524,-70.027,82.35,83,20,16.11,few clouds
685,Makeni,SL,8.8833,-12.05,72.23,98,100,2.24,light rain
686,Elat,IL,29.5581,34.9482,82.24,57,0,11.5,clear sky
687,Maragogi,BR,-9.0122,-35.2225,73.96,86,100,7.72,overcast clouds
688,Musiri,IN,10.9333,78.45,78.84,75,100,11.16,overcast clouds
689,Campo Verde,BR,-20.4167,-54.0667,68.92,40,11,2.26,few clouds
690,Muriwai Beach,NZ,-36.8167,174.45,57.42,71,100,9.91,overcast clouds
691,Jardim,BR,-21.4803,-56.1381,70.12,45,93,1.81,overcast clouds
692,Levelland,US,33.5873,-102.378,83.19,56,56,3.94,broken clouds
693,Naze,JP,28.3667,129.4833,82.47,64,95,3.6,overcast clouds
694,Prainha,BR,-1.8,-53.48,75.87,79,71,3.11,broken clouds
695,Soligalich,RU,59.0778,42.2864,60.76,88,25,4.34,scattered clouds
696,Ikom,NG,5.9667,8.7063,72.23,98,100,2.04,light rain
697,Vardo,NO,70.3705,31.1107,51.78,82,20,6.91,few clouds
698,Mustafakemalpasa,TR,40.0353,28.4117,68.05,64,0,2.24,clear sky
699,Snasa,NO,64.2457,12.3778,43.63,94,32,2.62,scattered clouds
700,Minab,IR,27.1467,57.0801,88.02,78,100,4.21,overcast clouds
701,Labuhan,ID,-6.8844,112.2051,81.07,71,14,7.23,few clouds
702,Manaure,CO,11.7751,-72.4445,81.55,73,76,14.65,broken clouds
703,Shenzhen,CN,22.5455,114.0683,93.85,72,0,6.02,clear sky
704,Lircay,PE,-12.9896,-74.7205,45.55,76,10,4.03,clear sky
705,Okhotsk,RU,59.3833,143.3,66.13,76,72,6.82,broken clouds
